,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,rooms_bin,income
40,-122.26,37.83,52.0,1665.0,419.0,946.0,395.0,2.0978,11.953764151901414,NEAR BAY,"(1578.0, 1835.0]",1
41,-122.26,37.83,51.0,936.0,311.0,517.0,249.0,1.2852,11.918397239722838,NEAR BAY,"(1.999, 941.0]",1
42,-122.26,37.84,49.0,713.0,202.0,462.0,189.0,1.025,11.685205103383671,NEAR BAY,"(1.999, 941.0]",1
43,-122.26,37.84,52.0,950.0,202.0,467.0,198.0,3.9643,12.14844882928968,NEAR BAY,"(941.0, 1298.0]",2
44,-122.26,37.83,52.0,1443.0,311.0,660.0,292.0,3.0125,12.124868013083418,NEAR BAY,"(1298.0, 1578.0]",2
45,-122.26,37.83,52.0,1656.0,420.0,718.0,382.0,2.6768,12.11341444611523,NEAR BAY,"(1578.0, 1835.0]",1
46,-122.26,37.83,50.0,1125.0,322.0,616.0,304.0,2.026,11.86710429621008,NEAR BAY,"(941.0, 1298.0]",1
47,-122.27,37.82,43.0,1007.0,312.0,558.0,253.0,1.7348,11.83138646878959,NEAR BAY,"(941.0, 1298.0]",1
48,-122.26,37.82,40.0,624.0,195.0,423.0,160.0,0.9506,12.141539457711714,NEAR BAY,"(1.999, 941.0]",1
49,-122.27,37.82,40.0,946.0,375.0,700.0,352.0,1.775,11.630717389475995,NEAR BAY,"(941.0, 1298.0]",1
50,-122.27,37.82,21.0,896.0,453.0,735.0,438.0,0.9218,12.05467400868968,NEAR BAY,"(1.999, 941.0]",1
51,-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,11.448930795918299,NEAR BAY,"(1835.0, 2127.0]",1
52,-122.27,37.82,41.0,3221.0,853.0,1959.0,720.0,1.1108,11.487617913343598,NEAR BAY,"(2876.0, 3485.0]",1
53,-122.27,37.82,52.0,1630.0,456.0,1162.0,400.0,1.2475,11.554077005184336,NEAR BAY,"(1578.0, 1835.0]",1
54,-122.28,37.82,52.0,1170.0,235.0,701.0,233.0,1.6098,11.37940550085183,NEAR BAY,"(941.0, 1298.0]",1
55,-122.28,37.82,52.0,945.0,243.0,576.0,220.0,1.4113,11.32781201446548,NEAR BAY,"(941.0, 1298.0]",1
56,-122.28,37.82,52.0,1238.0,288.0,622.0,259.0,1.5057,11.37940550085183,NEAR BAY,"(941.0, 1298.0]",1
57,-122.28,37.82,52.0,1489.0,335.0,728.0,244.0,0.8172,11.353941456740479,NEAR BAY,"(1298.0, 1578.0]",1
58,-122.28,37.82,52.0,1387.0,341.0,1074.0,304.0,1.2171,11.293537353157436,NEAR BAY,"(1298.0, 1578.0]",1
59,-122.29,37.82,2.0,158.0,43.0,94.0,57.0,2.5625,11.002116507732017,NEAR BAY,"(1.999, 941.0]",1
60,-122.29,37.83,52.0,1121.0,211.0,554.0,187.0,3.3929,11.234546649377918,NEAR BAY,"(941.0, 1298.0]",2
61,-122.29,37.82,49.0,135.0,29.0,86.0,23.0,6.1183,11.225256725762893,NEAR BAY,"(1.999, 941.0]",3
62,-122.29,37.81,50.0,760.0,190.0,377.0,122.0,0.9011,11.363276304750233,NEAR BAY,"(1.999, 941.0]",1
63,-122.3,37.81,52.0,1224.0,237.0,521.0,159.0,1.191,11.239816684367907,NEAR BAY,"(941.0, 1298.0]",1
64,-122.3,37.81,48.0,828.0,182.0,392.0,133.0,2.5938,11.205054290550551,NEAR BAY,"(1.999, 941.0]",1
65,-122.3,37.81,52.0,1010.0,209.0,604.0,187.0,1.1667,11.269591961359195,NEAR BAY,"(941.0, 1298.0]",1
66,-122.3,37.81,48.0,1455.0,354.0,788.0,332.0,0.8056,11.34333452885509,NEAR BAY,"(1298.0, 1578.0]",1
67,-122.29,37.8,52.0,1027.0,244.0,492.0,147.0,2.6094,11.305913595583258,NEAR BAY,"(941.0, 1298.0]",1
68,-122.3,37.81,52.0,572.0,109.0,274.0,82.0,1.8516,11.350418300109132,NEAR BAY,"(1.999, 941.0]",1
69,-122.29,37.81,46.0,2801.0,644.0,1823.0,611.0,0.9802,11.769124610238766,NEAR BAY,"(2462.0, 2876.0]",1
70,-122.29,37.81,26.0,768.0,152.0,392.0,127.0,1.7719,11.320565693461432,NEAR BAY,"(1.999, 941.0]",1
71,-122.29,37.81,46.0,935.0,297.0,582.0,277.0,0.7286,11.46374572492597,NEAR BAY,"(1.999, 941.0]",1
72,-122.29,37.81,49.0,844.0,204.0,560.0,152.0,1.75,11.225256725762893,NEAR BAY,"(1.999, 941.0]",1
73,-122.29,37.81,46.0,12.0,4.0,18.0,7.0,0.4999,11.119897691565697,NEAR BAY,"(1.999, 941.0]",1
74,-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,11.83138646878959,NEAR BAY,"(1.999, 941.0]",1
75,-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,12.086731521684555,NEAR BAY,"(941.0, 1298.0]",1
76,-122.28,37.81,36.0,2914.0,562.0,1236.0,509.0,2.4464,11.533717798424087,NEAR BAY,"(2876.0, 3485.0]",1
77,-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,11.592669666556795,NEAR BAY,"(941.0, 1298.0]",1
78,-122.29,37.81,23.0,1745.0,374.0,1054.0,325.0,0.8026,11.630717389475995,NEAR BAY,"(1578.0, 1835.0]",1
79,-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,11.785247676408115,NEAR BAY,"(1.999, 941.0]",1
80,-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,11.998439434579149,NEAR BAY,"(1.999, 941.0]",1
81,-122.27,37.81,52.0,210.0,56.0,183.0,56.0,1.1667,11.630717389475995,NEAR BAY,"(1.999, 941.0]",1
82,-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,11.630717389475995,NEAR BAY,"(1.999, 941.0]",1
83,-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,11.83138646878959,NEAR BAY,"(1.999, 941.0]",1
84,-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,11.685205103383671,NEAR BAY,"(941.0, 1298.0]",1
85,-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,11.494771677590096,NEAR BAY,"(1.999, 941.0]",1
86,-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,11.685205103383671,NEAR BAY,"(1.999, 941.0]",1
87,-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,11.998439434579149,NEAR BAY,"(1.999, 941.0]",1
88,-122.27,37.8,10.0,105.0,42.0,125.0,39.0,0.9722,11.83138646878959,NEAR BAY,"(1.999, 941.0]",1
89,-122.27,37.8,52.0,249.0,78.0,396.0,85.0,1.2434,13.122367377396328,NEAR BAY,"(1.999, 941.0]",1
90,-122.27,37.8,16.0,994.0,392.0,800.0,362.0,2.0938,11.998439434579149,NEAR BAY,"(941.0, 1298.0]",1
91,-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,11.83138646878959,NEAR BAY,"(1.999, 941.0]",1
92,-122.28,37.8,52.0,96.0,31.0,191.0,34.0,0.75,11.998439434579149,NEAR BAY,"(1.999, 941.0]",1
93,-122.27,37.79,27.0,1055.0,347.0,718.0,302.0,2.6354,12.141539457711714,NEAR BAY,"(941.0, 1298.0]",1
94,-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,12.09626335986454,NEAR BAY,"(1578.0, 1835.0]",1
95,-122.26,37.8,36.0,5329.0,2477.0,3469.0,2323.0,2.0096,11.775297421715827,NEAR BAY,"(4651.5, 39320.0]",1
96,-122.26,37.82,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,12.121608929585332,NEAR BAY,"(3485.0, 4651.5]",1
97,-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062,11.736077016252437,NEAR BAY,"(1.999, 941.0]",1
98,-122.26,37.82,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,12.04355959836804,NEAR BAY,"(3485.0, 4651.5]",1
99,-122.26,37.82,37.0,3633.0,1085.0,1838.0,980.0,2.6104,12.1709686470671,NEAR BAY,"(3485.0, 4651.5]",1
100,-122.25,37.81,29.0,4656.0,1414.0,2304.0,1250.0,2.4912,12.459943248455652,NEAR BAY,"(4651.5, 39320.0]",1
101,-122.25,37.81,28.0,5806.0,1603.0,2563.0,1497.0,3.2177,12.518694860909774,NEAR BAY,"(4651.5, 39320.0]",2
102,-122.25,37.81,39.0,854.0,242.0,389.0,228.0,3.125,12.377927112974284,NEAR BAY,"(1.999, 941.0]",2
103,-122.25,37.81,52.0,2155.0,701.0,895.0,613.0,2.5795,12.765691290604371,NEAR BAY,"(2127.0, 2462.0]",1
104,-122.26,37.81,34.0,5871.0,1914.0,2689.0,1789.0,2.8406,12.723976161813853,NEAR BAY,"(4651.5, 39320.0]",1
105,-122.24,37.82,52.0,1509.0,225.0,674.0,244.0,4.9306,12.655238799709434,NEAR BAY,"(1298.0, 1578.0]",2
106,-122.24,37.81,52.0,2026.0,482.0,709.0,456.0,3.2727,12.500609917318906,NEAR BAY,"(1835.0, 2127.0]",2
107,-122.25,37.81,52.0,1758.0,460.0,686.0,422.0,3.1691,12.466130405907165,NEAR BAY,"(1578.0, 1835.0]",2
108,-122.24,37.82,52.0,3481.0,751.0,1444.0,718.0,3.9,12.52707222413625,NEAR BAY,"(2876.0, 3485.0]",2
109,-122.25,37.82,28.0,3337.0,855.0,1520.0,802.0,3.9063,12.323860125621126,NEAR BAY,"(2876.0, 3485.0]",2
110,-122.25,37.82,52.0,1424.0,289.0,550.0,253.0,5.0917,12.47801017053037,NEAR BAY,"(1298.0, 1578.0]",2
111,-122.25,37.82,32.0,3809.0,1098.0,1806.0,1022.0,2.6429,12.294545870166347,NEAR BAY,"(3485.0, 4651.5]",1
112,-122.25,37.82,26.0,3959.0,1196.0,1749.0,1217.0,3.0233,12.449022745701502,NEAR BAY,"(3485.0, 4651.5]",2
113,-122.25,37.83,52.0,2376.0,559.0,939.0,519.0,3.1484,12.319852122072682,NEAR BAY,"(2127.0, 2462.0]",2
114,-122.25,37.83,35.0,1613.0,428.0,675.0,422.0,3.4722,12.40123227382928,NEAR BAY,"(1578.0, 1835.0]",2
115,-122.25,37.83,52.0,1279.0,287.0,534.0,291.0,3.1429,12.352771342460947,NEAR BAY,"(941.0, 1298.0]",2
116,-122.25,37.83,28.0,5022.0,1750.0,2558.0,1661.0,2.4234,12.294545870166347,NEAR BAY,"(4651.5, 39320.0]",1
117,-122.25,37.83,52.0,4190.0,1105.0,1786.0,1037.0,3.0897,12.363507925148648,NEAR BAY,"(3485.0, 4651.5]",2
118,-122.23,37.84,50.0,2515.0,399.0,970.0,373.0,5.8596,12.699551683459445,NEAR BAY,"(2462.0, 2876.0]",2
119,-122.23,37.84,47.0,3175.0,454.0,1098.0,485.0,5.2868,12.758810549239202,NEAR BAY,"(2876.0, 3485.0]",2
120,-122.24,37.83,41.0,2576.0,406.0,794.0,376.0,5.956,12.810664530598725,NEAR BAY,"(2462.0, 2876.0]",2
121,-122.24,37.85,37.0,334.0,54.0,98.0,47.0,4.9643,12.721888795877375,NEAR BAY,"(1.999, 941.0]",2
122,-122.23,37.85,52.0,2800.0,411.0,1061.0,403.0,6.3434,12.830943661992771,NEAR BAY,"(2462.0, 2876.0]",3
123,-122.24,37.84,52.0,3529.0,574.0,1177.0,555.0,5.1773,12.87262171168374,NEAR BAY,"(3485.0, 4651.5]",2
124,-122.24,37.85,52.0,2612.0,365.0,901.0,367.0,7.2354,12.876721117631158,NEAR BAY,"(2462.0, 2876.0]",3
125,-122.22,37.85,28.0,5287.0,1048.0,2031.0,956.0,5.457,12.72873098576518,NEAR BAY,"(4651.5, 39320.0]",2
126,-122.22,37.84,50.0,2935.0,473.0,1031.0,479.0,7.5,12.595411759236592,NEAR BAY,"(2876.0, 3485.0]",3
127,-122.21,37.84,44.0,3424.0,597.0,1358.0,597.0,6.0194,12.585539372236147,NEAR BAY,"(2876.0, 3485.0]",3
128,-122.21,37.83,40.0,4991.0,674.0,1616.0,654.0,7.5544,12.927566729229966,NEAR BAY,"(4651.5, 39320.0]",3
129,-122.2,37.84,30.0,2211.0,346.0,844.0,343.0,6.0666,12.649157827477366,NEAR BAY,"(2127.0, 2462.0]",3
130,-122.21,37.84,34.0,3038.0,490.0,1140.0,496.0,7.0548,12.694348933246843,NEAR BAY,"(2876.0, 3485.0]",3
131,-122.19,37.84,18.0,1617.0,210.0,533.0,194.0,11.6017,12.880549107943006,NEAR BAY,"(1578.0, 1835.0]",4
132,-122.2,37.84,35.0,2865.0,460.0,1072.0,443.0,7.4882,12.673889510548893,NEAR BAY,"(2462.0, 2876.0]",3
133,-122.21,37.83,34.0,5065.0,788.0,1627.0,766.0,6.8976,12.71680126459136,NEAR BAY,"(4651.5, 39320.0]",3
134,-122.19,37.83,28.0,1326.0,184.0,463.0,190.0,8.2049,12.722485630879172,NEAR BAY,"(1298.0, 1578.0]",3
135,-122.2,37.83,26.0,1589.0,223.0,542.0,211.0,8.401,12.769113988119456,NEAR BAY,"(1578.0, 1835.0]",3
136,-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6.8538,12.818283594342818,NEAR BAY,"(1578.0, 1835.0]",3
137,-122.19,37.82,32.0,1835.0,264.0,635.0,263.0,8.317,12.81011808399072,NEAR BAY,"(1578.0, 1835.0]",3
138,-122.2,37.82,37.0,1229.0,181.0,420.0,176.0,7.0175,12.812302081080515,NEAR BAY,"(941.0, 1298.0]",3
139,-122.2,37.82,39.0,3770.0,534.0,1265.0,500.0,6.3302,12.801609753558902,NEAR BAY,"(3485.0, 4651.5]",3
140,-122.18,37.81,30.0,292.0,38.0,126.0,52.0,6.3624,13.08839492693925,NEAR BAY,"(1.999, 941.0]",3
141,-122.21,37.82,52.0,2375.0,333.0,813.0,350.0,7.0549,12.711084401471556,NEAR BAY,"(2127.0, 2462.0]",3
142,-122.2,37.81,45.0,2964.0,436.0,1067.0,426.0,6.7851,12.686957484108422,NEAR BAY,"(2876.0, 3485.0]",3
143,-122.21,37.8,50.0,2833.0,605.0,1260.0,552.0,2.8929,12.286273802188468,NEAR BAY,"(2462.0, 2876.0]",1
144,-122.21,37.8,38.0,2254.0,535.0,951.0,487.0,3.0812,12.359227115018937,NEAR BAY,"(2127.0, 2462.0]",2
145,-122.21,37.81,52.0,1389.0,212.0,510.0,224.0,5.2402,12.59946854621754,NEAR BAY,"(1298.0, 1578.0]",2
146,-122.22,37.81,52.0,1971.0,335.0,765.0,308.0,6.5217,12.519791548657462,NEAR BAY,"(1835.0, 2127.0]",3
147,-122.22,37.8,52.0,2183.0,465.0,1129.0,460.0,3.2632,12.33578864378571,NEAR BAY,"(2127.0, 2462.0]",2
148,-122.22,37.8,52.0,2286.0,464.0,1073.0,441.0,3.0298,12.20407565286699,NEAR BAY,"(2127.0, 2462.0]",2
149,-122.22,37.8,52.0,2721.0,541.0,1185.0,515.0,4.5428,12.38756469170864,NEAR BAY,"(2462.0, 2876.0]",2
150,-122.22,37.81,52.0,2024.0,339.0,756.0,340.0,4.072,12.506551242106323,NEAR BAY,"(1835.0, 2127.0]",2
151,-122.22,37.81,52.0,2944.0,536.0,1034.0,521.0,5.3509,12.618516677531483,NEAR BAY,"(2876.0, 3485.0]",2
152,-122.23,37.8,52.0,2033.0,486.0,787.0,459.0,3.1603,12.504327379899443,NEAR BAY,"(1835.0, 2127.0]",2
153,-122.23,37.81,52.0,1433.0,229.0,612.0,213.0,4.7708,12.659378260676938,NEAR BAY,"(1298.0, 1578.0]",2
154,-122.22,37.81,52.0,2927.0,402.0,1021.0,380.0,8.1564,12.874160958936733,NEAR BAY,"(2876.0, 3485.0]",3
155,-122.23,37.81,52.0,2315.0,292.0,861.0,258.0,8.8793,12.924646315668351,NEAR BAY,"(2127.0, 2462.0]",3
156,-122.24,37.81,52.0,2485.0,313.0,953.0,327.0,6.8591,12.772525010724586,NEAR BAY,"(2462.0, 2876.0]",3
157,-122.24,37.81,52.0,1490.0,238.0,634.0,256.0,6.0302,12.568285725643538,NEAR BAY,"(1298.0, 1578.0]",3
158,-122.23,37.81,52.0,2814.0,365.0,878.0,352.0,7.508,12.761970100454297,NEAR BAY,"(2462.0, 2876.0]",3
159,-122.24,37.81,52.0,2093.0,550.0,918.0,483.0,2.7477,12.40410759774362,NEAR BAY,"(1835.0, 2127.0]",1
160,-122.24,37.8,52.0,888.0,168.0,360.0,175.0,2.1944,12.261985005589679,NEAR BAY,"(1.999, 941.0]",1
161,-122.25,37.8,52.0,2087.0,510.0,1197.0,488.0,3.0149,12.294088101596984,NEAR BAY,"(1835.0, 2127.0]",2
162,-122.24,37.81,52.0,2513.0,502.0,1048.0,518.0,3.675,12.505810504075185,NEAR BAY,"(2462.0, 2876.0]",2
163,-122.25,37.81,46.0,3232.0,835.0,1373.0,747.0,3.225,12.295917919903431,NEAR BAY,"(2876.0, 3485.0]",2
164,-122.25,37.8,42.0,4120.0,1065.0,1715.0,1015.0,2.9345,12.323860125621126,NEAR BAY,"(3485.0, 4651.5]",1
165,-122.25,37.8,43.0,2364.0,792.0,1359.0,722.0,2.1429,12.429220196836383,NEAR BAY,"(2127.0, 2462.0]",1
166,-122.25,37.8,41.0,1471.0,469.0,1062.0,413.0,1.6121,12.051761119434515,NEAR BAY,"(1298.0, 1578.0]",1
167,-122.25,37.8,29.0,2468.0,864.0,1335.0,773.0,1.3929,12.174587138384211,NEAR BAY,"(2462.0, 2876.0]",1
168,-122.24,37.79,27.0,1632.0,492.0,1171.0,429.0,2.3173,11.736077016252437,NEAR BAY,"(1578.0, 1835.0]",1
169,-122.25,37.79,45.0,1786.0,526.0,1475.0,460.0,1.7772,11.487617913343598,NEAR BAY,"(1578.0, 1835.0]",1
170,-122.25,37.79,50.0,629.0,188.0,742.0,196.0,2.6458,11.736077016252437,NEAR BAY,"(1.999, 941.0]",1
171,-122.25,37.79,52.0,1339.0,391.0,1086.0,363.0,2.181,11.840796531639839,NEAR BAY,"(1298.0, 1578.0]",1
172,-122.25,37.8,36.0,1678.0,606.0,1645.0,543.0,2.2303,11.667370387218226,NEAR BAY,"(1578.0, 1835.0]",1
173,-122.25,37.8,43.0,2344.0,647.0,1710.0,644.0,1.6504,11.930325731537252,NEAR BAY,"(2127.0, 2462.0]",1
174,-122.24,37.8,52.0,996.0,228.0,731.0,228.0,2.2697,11.751950239425476,NEAR BAY,"(941.0, 1298.0]",1
175,-122.24,37.8,52.0,1591.0,373.0,1118.0,347.0,2.1563,11.76446986680519,NEAR BAY,"(1578.0, 1835.0]",1
176,-122.24,37.8,52.0,1586.0,398.0,1006.0,335.0,2.1348,11.853681370708943,NEAR BAY,"(1578.0, 1835.0]",1
177,-122.24,37.8,47.0,2046.0,588.0,1213.0,554.0,2.6292,12.115606215804869,NEAR BAY,"(1835.0, 2127.0]",1
178,-122.23,37.8,52.0,1192.0,289.0,772.0,257.0,2.3833,11.897514169490739,NEAR BAY,"(941.0, 1298.0]",1
179,-122.24,37.8,52.0,1803.0,420.0,1321.0,401.0,2.957,11.718320437984499,NEAR BAY,"(1578.0, 1835.0]",1
180,-122.24,37.8,49.0,2838.0,749.0,1487.0,677.0,2.5238,12.039433474778324,NEAR BAY,"(2462.0, 2876.0]",1
181,-122.23,37.8,52.0,783.0,184.0,488.0,186.0,1.9375,11.748795687555171,NEAR BAY,"(1.999, 941.0]",1
182,-122.23,37.8,51.0,1590.0,414.0,949.0,392.0,1.9028,11.759011806144656,NEAR BAY,"(1578.0, 1835.0]",1
183,-122.23,37.8,50.0,1746.0,480.0,1149.0,415.0,2.25,11.724004532183379,NEAR BAY,"(1578.0, 1835.0]",1
184,-122.23,37.8,52.0,1252.0,299.0,844.0,280.0,2.3929,11.625369830810577,NEAR BAY,"(941.0, 1298.0]",1
185,-122.23,37.79,43.0,5963.0,1344.0,4367.0,1231.0,2.1917,11.633380483255026,NEAR BAY,"(4651.5, 39320.0]",1
186,-122.23,37.79,52.0,1783.0,395.0,1659.0,412.0,2.9357,11.588969419043872,NEAR BAY,"(1578.0, 1835.0]",1
187,-122.23,37.79,30.0,999.0,264.0,1011.0,263.0,1.8854,11.83138646878959,NEAR BAY,"(941.0, 1298.0]",1
188,-122.24,37.79,39.0,1469.0,431.0,1464.0,389.0,2.1638,11.566475710526321,NEAR BAY,"(1298.0, 1578.0]",1
189,-122.24,37.79,47.0,1372.0,395.0,1237.0,303.0,2.125,11.466891997618188,NEAR BAY,"(1298.0, 1578.0]",1
190,-122.24,37.79,52.0,674.0,180.0,647.0,168.0,3.375,11.662215780913316,NEAR BAY,"(1.999, 941.0]",2
191,-122.24,37.79,43.0,1626.0,376.0,1284.0,357.0,2.2542,11.628047184686986,NEAR BAY,"(1578.0, 1835.0]",1
192,-122.25,37.79,51.0,175.0,43.0,228.0,55.0,2.1,11.225256725762893,NEAR BAY,"(1.999, 941.0]",1
193,-122.25,37.79,39.0,461.0,129.0,381.0,123.0,1.6,11.630717389475995,NEAR BAY,"(1.999, 941.0]",1
194,-122.25,37.79,52.0,902.0,237.0,846.0,227.0,3.625,11.736077016252437,NEAR BAY,"(1.999, 941.0]",2
195,-122.26,37.8,20.0,2373.0,779.0,1659.0,676.0,1.6929,11.652696102959753,NEAR BAY,"(2127.0, 2462.0]",1
196,-122.22,37.77,52.0,391.0,128.0,520.0,138.0,1.6471,11.461642696843066,NEAR BAY,"(1.999, 941.0]",1
197,-122.22,37.77,52.0,1137.0,301.0,866.0,259.0,2.59,11.476271853988816,NEAR BAY,"(941.0, 1298.0]",1
198,-122.23,37.77,52.0,769.0,206.0,612.0,183.0,2.57,11.184435286790631,NEAR BAY,"(1.999, 941.0]",1
199,-122.23,37.78,52.0,472.0,146.0,415.0,126.0,2.6429,11.174665631549477,NEAR BAY,"(1.999, 941.0]",1
200,-122.23,37.78,52.0,862.0,215.0,994.0,213.0,3.0257,11.299744620670225,NEAR BAY,"(1.999, 941.0]",2
201,-122.22,37.78,50.0,1920.0,530.0,1525.0,477.0,1.4886,11.766023856597407,NEAR BAY,"(1835.0, 2127.0]",1
